Probes,G104,G108,G109,G110,G113,G117,G123,G126,G128,G132,G133,G134,G135,G136,G139,G142,G144,G302,G303,G304,G306,G310,G316,G319,G328,G332,G337,G356,G358,G359,G360,G362,G363,G367,G373,G374,G375,G382,G383,G385,G386,G387,G390,G397
CNTNAP2,0.050801,-0.265559,-0.111933,-0.313297,0.073046,-0.0521,3.336962,-0.310221,0.014421,-6.851292,-0.413339,0.27218,-0.982326,-0.04275,6.561852,-0.237085,0.049511,-3.19033,0.114886,0.006489,-3.595792,0.069926,-0.236392,-0.234783,0.291351,0.322878,0.018695,-0.085984,-3.362849,0.421014,-0.143861,-0.278276,0.218772,-0.034215,-0.241667,-0.603163,3.647719,-0.226716,1.18086,0.150661,-0.155005,-0.073017,-0.364905,-0.135228
COMT,0.067132,0.298115,0.673025,-0.951911,-0.162962,-0.031842,-0.845934,-3.51467,-1.348063,8.401695,0.731499,0.278846,0.022645,0.184252,0.355926,-0.240237,2.818725,0.032382,-3.479223,-8.146169,1.135378,-0.367936,-0.1181,0.093673,-0.051576,-1.095505,0.016539,-0.170914,0.720708,-0.957698,-4.347714,-1.077887,2.98935,-0.256581,-0.521483,0.544005,-0.015129,-1.266663,0.777673,0.375037,-3.525043,2.99165,1.425662,7.028551
CRKL,-0.294504,-2.905222,-6.4042,-8.715006,-0.634007,-3.582092,-1.155524,-7.933081,-0.815531,7.835938,1.229005,0.109162,0.048328,-0.239967,0.352409,-0.440776,-8.288073,-0.115803,-3.229418,-9.67037,8.669699,-7.53244,0.493505,0.679084,0.084383,-8.615707,-0.19397,0.11513,0.243382,-9.293683,-0.669804,1.509363,-0.290469,-0.776414,-0.676215,0.184697,0.207955,-8.545839,1.56066,0.388695,-3.454187,-0.48378,2.310659,-1.588402
CSF-1,-3.255624,0.014275,0.017967,0.050785,0.119037,0.072562,3.307407,0.154299,0.019855,0.023228,0.02798,-3.328324,0.024249,-0.039501,3.39494,0.046367,-0.036961,0.020287,0.095446,0.077577,0.056332,3.398339,0.158766,0.107313,0.012174,0.178874,-3.248272,-3e-06,0.062351,0.009027,0.068696,0.111008,-0.000117,0.101713,-0.04861,0.064668,0.00743,3.346791,0.061742,0.029839,-3.308072,-0.002837,0.005409,0.055131
CST5,-0.072826,-0.025665,-0.059842,-0.041673,0.042928,-0.006406,0.027783,0.083843,0.161121,-0.022485,-3.317083,0.026957,0.100321,-0.058686,0.062226,0.025995,0.141251,-0.056555,0.048149,0.055265,-3.432489,0.022132,3.232485,0.024245,0.177826,3.3879,0.0508,0.022026,0.026241,0.033804,-0.005652,0.016857,0.016201,-0.073524,-0.077518,-3.249379,0.096743,-0.053501,-0.006679,-6.62491,0.100555,6.703593,-0.014813,0.080078
CTSH,-0.081285,-0.223333,3.179833,0.396899,0.107979,-0.092724,-0.21317,-0.056725,-3.579988,0.118829,0.159728,0.262388,-0.155284,-0.017672,0.014902,-3.353027,-0.11379,-0.017517,-0.236062,-3.461265,-3.265933,-0.026264,0.132645,-3.240373,0.008896,0.434099,0.19771,-0.155356,-0.059867,-0.170059,0.03383,0.061366,0.062401,-0.022737,-3.713032,0.070305,-0.113705,0.11464,1.088539,0.134015,0.62728,0.64256,-0.707346,3.478395
CTSO,0.760515,0.340325,0.63726,1.496663,-2.713908,0.738151,0.653495,0.876933,0.421438,0.206928,0.584925,0.644312,-0.303958,0.241298,0.943589,-0.074347,0.107114,0.334597,-0.00533,0.2478,0.204892,6.99846,0.658215,0.676671,0.136614,1.039293,1.108448,-0.076925,0.361072,0.268767,-0.093789,0.818894,0.116576,0.631962,3.310741,0.261094,3.372014,6.72751,0.395955,0.287034,0.221861,-0.275499,-0.001269,0.026099
CX3CL1,0.43979,0.010092,0.026762,0.264165,0.383866,0.261911,-3.268277,0.705659,-3.482956,0.091433,0.066367,-0.045257,0.034415,-0.070754,0.240593,0.115767,3.260464,0.048505,0.178314,0.22967,0.132355,0.115688,0.405583,0.325781,0.275963,7.212376,0.617022,0.006277,0.178672,0.077874,0.123804,0.293035,0.063001,0.300159,-0.138858,0.02466,0.001855,3.353909,0.146217,0.223793,0.049653,0.044427,0.102099,0.242548
CXADR,0.246952,-7.012047,-0.180894,0.189663,-0.010123,-6.890847,-0.28556,0.121769,-0.532275,0.138885,-0.241677,-0.033305,0.006434,-0.317812,0.347644,-0.333057,0.075643,-0.286623,0.214518,0.301558,-0.097015,-6.93537,-0.038337,6.822087,-0.168152,7.265791,7.118814,-0.181014,0.178027,-0.338936,-3.450852,-0.24265,0.492417,-0.145211,-0.540323,3.562203,0.072142,3.67531,0.160606,3.218781,-1.409866,7.800529,0.039366,-0.300333
CXCL1,0.089518,-6.45192,0.007331,3.373713,0.153868,-0.012875,0.143731,0.030469,9.816825,-9.841588,9.874504,3.349334,-0.032087,9.827554,0.092627,-0.104005,3.368902,-9.891511,0.030336,-9.893538,-0.005886,-0.052536,0.053989,0.063528,0.036906,-6.482987,-9.723296,-9.904718,0.01079,-0.041213,-0.075399,0.096456,-9.861714,-0.018579,-0.091611,0.066392,-6.64391,-0.193988,0.110823,0.096552,-0.003775,0.147117,0.140882,0.095283
CXCL10,-9.315708,-2.827933,-6.019276,-9.400457,-9.150334,-9.665563,-9.327188,-9.23031,-2.768143,-2.758031,-9.740442,3.319485,-9.857854,-9.723586,0.042097,-9.514866,0.137857,0.281922,-9.514047,-9.621699,-9.389877,-2.864818,0.354778,-9.514687,-6.115439,-9.547281,-9.284687,-9.375062,-9.153811,-6.268109,-9.760969,-9.599019,-9.532822,-6.240733,-9.610738,-9.566,-9.629481,0.188956,-9.628562,-9.802496,-3.101107,-9.506808,-9.419011,0.118321
CXCL12,-0.012167,0.03423,-6.990809,7.337539,-6.904621,0.261866,7.15823,8.072673,0.625565,-0.379185,-0.28876,7.115941,0.037128,-6.932129,0.63665,-0.580882,-0.061313,0.477352,-0.057836,-0.579429,-7.086371,-0.163711,-3.284396,-0.00383,-0.227174,6.991415,0.196152,-7.106485,-0.003158,7.109683,0.129337,0.010312,-0.496355,-0.431119,0.228774,-6.938468,-7.106362,-0.320271,7.484164,0.218173,-7.664095,-0.51344,0.031002,0.180674
CXCL5,-0.080288,0.047042,-0.16191,0.050672,-0.008022,-0.079053,-9.839333,-0.003475,-0.217109,6.62294,-0.099353,0.017652,-6.613868,9.721934,0.047014,9.680727,0.0,-0.079482,-0.049261,-0.007777,0.0,9.78552,-0.019629,-0.002595,-0.022187,3.540736,0.142771,9.765496,9.781274,-0.089322,-0.120665,-0.002604,0.088186,-0.060443,-0.195942,0.088537,-0.032915,6.450285,0.039181,0.066356,0.083356,-9.769607,0.054021,-6.55051
CXCL6,0.02219,-6.57102,-0.047469,0.063827,0.006243,0.056529,0.069277,-9.944496,9.792245,0.087833,6.544,0.01552,0.070557,3.171713,0.079922,3.228746,0.009892,9.947932,0.005427,-0.011407,0.029233,-3.422283,-0.039313,0.029605,0.044095,-9.821824,-9.776115,-0.020937,-0.004881,0.009725,3.249426,0.042457,0.149368,-0.072898,6.443058,0.105215,0.020651,-0.156285,0.106997,0.024329,0.178228,-3.176662,0.086349,0.120769
CXCL9,0.051171,0.040803,0.059064,0.100217,0.176602,9.747204,0.154911,0.365964,0.080948,3.426764,-3.339414,0.011841,0.111141,-0.030987,0.092271,-3.259993,-3.203572,0.035479,3.416589,0.046579,0.012488,3.306754,3.262147,0.015099,0.13908,0.071914,0.245095,0.024204,0.246502,3.430242,-0.046077,0.138028,-3.294075,3.362755,-0.099512,0.122551,0.075261,0.129493,-3.167191,0.010608,0.07941,0.104394,0.050378,0.124021
DAB2,-1.293044,0.122027,-0.812142,-5.383285,0.330817,0.104559,-3.489216,-1.41947,-2.70439,1.285672,2.680405,3.339952,0.619292,0.321329,0.200027,-2.508445,-5.194081,-6.895986,4.317283,-5.670282,5.312287,3.644351,1.405658,2.746313,0.809208,-5.723754,5.018749,-3.695108,-0.227068,-4.959869,-0.17108,-10.881112,-2.717891,-1.769438,0.00994,-0.605068,1.198135,2.396238,6.056786,-0.125923,0.130167,-0.887725,-1.024017,0.0
DAPP1,0.010057,0.521173,-7.116277,-8.437345,-7.435516,-0.425098,-7.274775,-7.61235,-0.284454,0.265333,0.51692,1.676847,0.363469,-0.410047,0.256641,-8.532576,-7.499092,-0.050659,7.24142,-10.818991,0.951227,0.131666,7.233653,8.494434,0.950192,-4.718711,7.39188,7.969919,7.256741,-5.995162,-0.818542,-1.184712,-0.692531,-7.674906,0.213085,0.235253,0.189998,-8.912509,10.057966,-2.687925,7.791614,-6.08396,8.139558,-0.247221
DCBLD2,-0.128685,-0.085656,0.097684,-0.052654,-0.074828,0.026507,0.098557,-0.036512,0.08835,-0.120494,-0.114778,0.04278,-0.034797,-0.044912,0.109812,-0.100012,0.010162,-0.154998,3.379378,-0.104462,-0.044782,-0.133201,0.082989,0.010859,0.019149,0.021434,-3.187199,-0.134521,0.042894,3.242104,-0.035748,-0.024566,0.035227,-0.075105,-0.01441,3.202536,3.332258,0.059508,3.419273,-0.037758,-0.198393,-3.124712,0.02745,-0.00593
DCTN1,-0.052969,0.14346,-3.176627,-0.604334,-0.102973,-0.237218,-0.168434,-0.327896,-0.321384,0.230428,0.072017,-0.004137,0.093016,-3.299181,-0.112067,-3.500797,-0.341173,3.297364,-3.351697,-0.679255,-2.882817,-0.421717,0.015802,0.206026,0.075833,-0.683711,0.001042,0.035792,0.080207,-0.712488,-0.251113,-0.489275,-0.293395,3.235361,-0.155328,0.156127,0.127302,-3.808474,0.481743,0.079199,-0.171321,0.103936,0.308013,3.246612
DDC,0.081005,-0.133319,0.008926,0.097585,-3.398073,-0.005458,-3.376772,0.003799,0.086852,-0.058626,-0.024542,-3.194842,-0.146602,-0.104127,0.14751,0.079217,-0.150897,-0.12752,-0.077943,-0.135959,0.012922,-0.07729,-0.086156,3.357276,-0.063561,-0.06904,-3.307787,-0.073187,-0.028883,-0.023049,0.00954,0.037869,0.072607,-0.067287,0.044972,-0.08099,-0.031211,-3.354567,0.153436,-0.0572,-0.025824,-0.13622,0.127186,-0.057768
DDX58,0.164939,0.733457,1.142836,-0.630559,-0.387066,0.118912,0.343412,-6.847814,-0.688172,0.558307,0.820705,-0.355546,-3.831254,0.070208,0.399303,-0.092098,-0.728473,0.377019,0.676712,-0.221264,1.061736,0.13215,0.374587,0.603541,-0.175878,-0.411331,0.179728,6.452917,0.27693,-4.126189,-0.496442,-4.108431,-0.203114,-7.184789,-0.956473,0.945805,3.335669,-0.772416,1.815612,0.631514,-1.136532,-0.512488,0.794542,6.883389
DFFA,-0.105538,0.146791,-2.844734,-0.648482,-0.326176,-0.216199,-3.389704,-0.477589,-6.946628,0.428077,0.225909,-0.144518,-0.030995,-0.172609,7e-06,-0.035566,-0.297575,-0.019848,0.160477,2.854494,0.532562,-0.278312,-0.047229,0.047261,-0.050685,-0.603826,3.332713,-0.079503,3.450937,-0.700561,-0.39072,-0.724832,-0.290829,-0.176527,-0.311848,0.30631,-3.276876,-0.308186,0.689867,3.402699,-0.349151,-0.149603,0.617294,-3.390729
DNER,-0.05321,-0.05621,-0.087449,-0.027603,0.002171,-0.003962,-0.010348,0.106024,-0.022081,-0.02847,3.306389,-3.300888,0.073484,-3.360909,0.090862,-0.015037,0.064568,-0.034062,0.006413,3.39057,-0.067013,-0.049511,3.265764,0.044024,0.049079,0.041161,0.034555,0.017801,3.340902,-0.007381,-0.019347,0.051457,0.005542,-0.030657,-0.069947,0.041201,0.013857,-0.067873,-3.300695,0.025293,0.043114,0.076835,0.015924,0.079775
DPP10,0.028749,-7.275667,-0.613654,-0.037179,7.23748,-7.428896,-0.122315,-3.594017,-0.130434,-0.00078,-7.226184,6.966952,-7.694025,-0.142571,0.09851,-6.994398,0.027349,6.188878,0.344721,-3.491866,0.040707,-0.450714,0.107256,0.102938,6.762439,0.492151,-0.074384,2.924507,0.115245,0.035897,-7.141242,-7.189383,-0.04362,-6.888535,0.065128,-0.095463,0.350034,-6.970964,-7.349467,-6.861526,-0.32435,4.721363,-0.006439,-6.71282
DPP7,2.161187,-0.069828,8.42061,-0.857552,-0.512893,0.041853,-0.565676,-0.556725,-6.749182,2.48948,2.360428,1.535481,-6.738463,-1.23113,3.881395,0.146547,-0.486269,-0.067935,-0.270801,-7.281913,7.584047,2.440949,6.9618,0.243443,0.022671,-0.237535,-0.568685,-0.625857,-0.248344,0.272698,-0.90598,-3.838634,1.887766,-1.892269,-0.484411,0.214571,-0.147905,0.48315,1.47595,0.348346,-0.491177,0.960433,0.060759,-1.643161
EDAR,2.999037,0.19274,-0.149742,-0.719371,-0.209656,-0.131258,-0.142071,-4.005387,2.575107,0.622028,0.371206,-3.641093,0.160265,-0.453775,0.483502,-0.262848,-7.435195,-0.157862,0.140993,-0.906622,-2.544697,2.88978,0.587561,0.421625,0.10499,-0.800394,0.096399,0.107239,0.091518,-1.120238,2.892762,-0.900609,-0.318603,-0.406047,-0.288863,3.707916,0.038538,-0.501894,1.232195,-3.231875,-0.202405,0.757332,0.683999,0.024065
EGLN1,-0.304749,-3.302084,1.294347,-3.969526,-8.353534,-0.043848,0.012202,-7.972312,0.079759,8.751474,0.730879,-8.035449,-0.581129,-0.139301,0.113196,-0.33593,-3.976133,0.376143,0.776007,-0.288825,3.733584,-0.120762,3.042771,-3.991642,-0.720276,-8.346139,-0.352809,-0.405279,0.559468,-4.268571,-7.84392,-1.443337,0.128077,-0.436977,-0.833556,0.825113,0.013591,-1.014454,1.505706,0.670338,-1.022226,-0.11075,0.927923,-0.723648
EIF4G1,-0.130964,0.390403,3.657047,2.074349,-0.442776,-0.199631,-0.655369,-0.71385,2.523972,-2.648752,0.687912,-3.596716,0.101586,3.156521,0.281337,-0.428896,2.471724,-0.053866,0.162393,-1.553198,4.505145,-4.00905,0.302314,0.208267,0.000167,-1.05868,0.031249,0.207356,0.166523,-1.912227,-0.6163,-0.932536,-0.409034,-0.35376,-0.349026,0.43058,0.253559,-0.886037,1.032004,0.173332,-0.378663,-0.235638,0.801132,-0.004171
